sent1,sent2,lemma,ground_truth
"On Costa Rican side , and close to Michael Umana , are the left-lateral Junior Diaz , with 48 matches and the striker Bryan Ruiz , with 45 .","On the national side , with less than 30 presences , there are Roy Miller with 26 , Winston Parks with 26 , Gabriel Badilla with 25 and Roy Myrie with 23 .",side,0
"On Costa Rican side , and close to Michael Umana , are the left-lateral Junior Diaz , with 48 matches and the striker Bryan Ruiz , with 45 .",Both sides see immigrants as a burden on the French economy and on French society .,side,0
"On the national side , with less than 30 presences , there are Roy Miller with 26 , Winston Parks with 26 , Gabriel Badilla with 25 and Roy Myrie with 23 .",Both sides see immigrants as a burden on the French economy and on French society .,side,0
"That number was reached Friday before the game against Panama ( 0-2 ) , in Rommel Fernandez .","Almost near the centennial number is Carles Puyol , with 97 games .",number,0
To this is added the Spanish Fury experience in complicated qualifications for Euro Cup and World Cup .,"But experience shows that in reality immigrants are much more complementary to , rather than replacements of , local labor , exercising trades in which there is a shortage of local labor .",experience,0
Is immigration a burden or an opportunity for the economy ?,"Immigration policy under Nicolas Sarkozy was criticised from various aspects a congestion of police , legal and administrative services subjected to a policy of numbers and the compatibility of that policy with the self-proclaimed status of the country as the country of French human rights .",immigration,0
Is immigration a burden or an opportunity for the economy ?,Restraining immigration leads to anaemic growth and harms employment .,immigration,0
"Immigration policy under Nicolas Sarkozy was criticised from various aspects a congestion of police , legal and administrative services subjected to a policy of numbers and the compatibility of that policy with the self-proclaimed status of the country as the country of French human rights .",Restraining immigration leads to anaemic growth and harms employment .,immigration,0
"The only difference , the degree of generosity","The only difference resides in the degree of generosity , which one deigns to grant to immigrants .",difference,0
"In 2005 , the fear of invasion of the national territory by hordes of Polish plumbers was felt both on the Left and on the Right .","Fears about the impact of immigrants are based on the notion that they are liable to replace native workers , in particular unskilled ones , exerting downward pressure on wages .",fear,0
"The National Credit Union Administration ( NCUA ) , a financial market regulator , accuses a string of major banks of having used false promises to mislead credit unions into buying the financial products .","The regulator had also approached other major banks and sued JPMorgan Chase , the Royal Bank of Scotland and Goldman Sachs in the summer .",regulator,0
"The National Credit Union Administration ( NCUA ) , a financial market regulator , accuses a string of major banks of having used false promises to mislead credit unions into buying the financial products .","The regulator is demanding that the Frankfurt-based bank take responsibility for `` substantial losses , '' but has not yet specified the exact sum .",regulator,0
"The regulator had also approached other major banks and sued JPMorgan Chase , the Royal Bank of Scotland and Goldman Sachs in the summer .","The regulator is demanding that the Frankfurt-based bank take responsibility for `` substantial losses , '' but has not yet specified the exact sum .",regulator,0
